"age","ID","clade"
"N1","HVAEP1-G007067","Metazoa"
"N1","HVAEP1-G013647","Metazoa"
"N1","HVAEP1-G013532","Metazoa"
"N1","HVAEP1-G028756","Metazoa"
"N1","HVAEP1-G006400","Metazoa"
"N1","HVAEP1-G024087","Metazoa"
"N1","HVAEP1-G007372","Metazoa"
"N1","HVAEP1-G000734","Metazoa"
"N1","HVAEP1-G010987","Metazoa"
"N1","HVAEP1-G007097","Metazoa"
"N1","HVAEP1-G006401","Metazoa"
"N1","HVAEP1-G010988","Metazoa"
"N1","HVAEP1-G028553","Metazoa"
"N1","HVAEP1-G026722","Metazoa"
"N1","HVAEP1-G024086","Metazoa"
"N1","HVAEP1-G000733","Metazoa"
"N1","HVAEP1-G007096","Metazoa"
"N1","HVAEP1-G007371","Metazoa"
"N1","HVAEP1-G028554","Metazoa"
"N1","HVAEP1-G026723","Metazoa"
"N1","HVAEP1-G017017","Metazoa"
"N1","HVAEP1-G004347","Metazoa"
"N1","HVAEP1-G016813","Metazoa"
"N1","HVAEP1-G011947","Metazoa"
"N1","HVAEP1-G011985","Metazoa"
"N1","HVAEP1-G015469","Metazoa"
"N1","HVAEP1-G007212","Metazoa"
"N1","HVAEP1-G007211","Metazoa"
"N1","HVAEP1-G028681","Metazoa"
"N1","HVAEP1-G013878","Metazoa"
"N1","HVAEP1-G027661","Metazoa"
"N1","HVAEP1-G002228","Metazoa"
"N1","HVAEP1-G015812","Metazoa"
"N1","HVAEP1-G015393","Metazoa"
"N1","HVAEP1-G009562","Metazoa"
"N1","HVAEP1-G028740","Metazoa"
"N1","HVAEP1-G011236","Metazoa"
"N1","HVAEP1-G015634","Metazoa"
"N1","HVAEP1-G013012","Metazoa"
"N1","HVAEP1-G028285","Metazoa"
"N1","HVAEP1-G020344","Metazoa"
"N1","HVAEP1-G018894","Metazoa"
"N1","HVAEP1-G020343","Metazoa"
"N1","HVAEP1-G008392","Metazoa"
"N1","HVAEP1-G016453","Metazoa"
"N1","HVAEP1-G018738","Metazoa"
"N1","HVAEP1-G018895","Metazoa"
"N1","HVAEP1-G018739","Metazoa"
"N1","HVAEP1-G028284","Metazoa"
"N1","HVAEP1-G024735","Metazoa"
"N1","HVAEP1-G009563","Metazoa"
"N1","HVAEP1-G002486","Metazoa"
"N1","HVAEP1-G026786","Metazoa"
"N1","HVAEP1-G008921","Metazoa"
"N1","HVAEP1-G028449","Metazoa"
"N1","HVAEP1-G013922","Metazoa"
"N1","HVAEP1-G024327","Metazoa"
"N1","HVAEP1-G015607","Metazoa"
"N1","HVAEP1-G013855","Metazoa"
"N1","HVAEP1-G002487","Metazoa"
"N1","HVAEP1-G005936","Metazoa"
"N1","HVAEP1-G017261","Metazoa"
"N1","HVAEP1-G010430","Metazoa"
"N1","HVAEP1-G010443","Metazoa"
"N1","HVAEP1-G024326","Metazoa"
"N1","HVAEP1-G010396","Metazoa"
"N1","HVAEP1-G012198","Metazoa"
"N1","HVAEP1-G014927","Metazoa"
"N1","HVAEP1-G010431","Metazoa"
"N1","HVAEP1-G025155","Metazoa"
"N1","HVAEP1-G010395","Metazoa"
"N1","HVAEP1-G028873","Metazoa"
"N1","HVAEP1-G005241","Metazoa"
"N1","HVAEP1-G010635","Metazoa"
"N1","HVAEP1-G015454","Metazoa"
"N1","HVAEP1-G011022","Metazoa"
"N1","HVAEP1-G026940","Metazoa"
"N1","HVAEP1-G009239","Metazoa"
"N1","HVAEP1-G002261","Metazoa"
"N1","HVAEP1-G025645","Metazoa"
"N1","HVAEP1-G013346","Metazoa"
"N1","HVAEP1-G018744","Metazoa"
"N1","HVAEP1-G018743","Metazoa"
"N1","HVAEP1-G013533","Metazoa"
"N1","HVAEP1-G012197","Metazoa"
"N1","HVAEP1-G012905","Metazoa"
"N1","HVAEP1-G017016","Metazoa"
"N1","HVAEP1-G010715","Metazoa"
"N1","HVAEP1-G009240","Metazoa"
"N1","HVAEP1-G013646","Metazoa"
"N1","HVAEP1-G013673","Metazoa"
"N1","HVAEP1-G013635","Metazoa"
"N1","HVAEP1-G027273","Metazoa"
"N1","HVAEP1-G010217","Metazoa"
"N1","HVAEP1-G019278","Metazoa"
"N1","HVAEP1-G020109","Metazoa"
"N1","HVAEP1-G003153","Metazoa"
"N1","HVAEP1-G009311","Metazoa"
"N1","HVAEP1-G026168","Metazoa"
"N1","HVAEP1-G009312","Metazoa"
"N1","HVAEP1-G027865","Metazoa"
"N1","HVAEP1-G024138","Metazoa"
"N1","HVAEP1-G005323","Metazoa"
"N1","HVAEP1-G019882","Metazoa"
"N1","HVAEP1-G019892","Metazoa"
"N1","HVAEP1-G017508","Metazoa"
"N1","HVAEP1-G025488","Metazoa"
"N1","HVAEP1-G006452","Metazoa"
"N1","HVAEP1-G008607","Metazoa"
"N1","HVAEP1-G016228","Metazoa"
"N1","HVAEP1-G016563","Metazoa"
"N1","HVAEP1-G024473","Metazoa"
"N1","HVAEP1-G020938","Metazoa"
"N1","HVAEP1-G027341","Metazoa"
"N1","HVAEP1-G006875","Metazoa"
"N1","HVAEP1-G021868","Metazoa"
"N1","HVAEP1-G009963","Metazoa"
"N1","HVAEP1-G001646","Metazoa"
"N1","HVAEP1-G001847","Metazoa"
"N1","HVAEP1-G020939","Metazoa"
"N1","HVAEP1-G024093","Metazoa"
"N1","HVAEP1-G024319","Metazoa"
"N1","HVAEP1-G027340","Metazoa"
"N1","HVAEP1-G017779","Metazoa"
"N1","HVAEP1-G021847","Metazoa"
"N1","HVAEP1-G020593","Metazoa"
"N1","HVAEP1-G015700","Metazoa"
"N1","HVAEP1-G020925","Metazoa"
"N1","HVAEP1-G028128","Metazoa"
"N1","HVAEP1-G006005","Metazoa"
"N1","HVAEP1-G008475","Metazoa"
"N1","HVAEP1-G019379","Metazoa"
"N1","HVAEP1-G019399","Metazoa"
"N1","HVAEP1-G008410","Metazoa"
"N1","HVAEP1-G016666","Metazoa"
"N1","HVAEP1-G016671","Metazoa"
"N1","HVAEP1-G008445","Metazoa"
"N1","HVAEP1-G008446","Metazoa"
"N1","HVAEP1-G008450","Metazoa"
"N1","HVAEP1-G008447","Metazoa"
"N1","HVAEP1-G008448","Metazoa"
"N1","HVAEP1-G008533","Metazoa"
"N1","HVAEP1-G008528","Metazoa"
"N1","HVAEP1-G008532","Metazoa"
"N1","HVAEP1-G008531","Metazoa"
"N1","HVAEP1-G008537","Metazoa"
"N1","HVAEP1-G008527","Metazoa"
"N1","HVAEP1-G008492","Metazoa"
"N1","HVAEP1-G008493","Metazoa"
"N1","HVAEP1-G008491","Metazoa"
"N1","HVAEP1-G008497","Metazoa"
"N1","HVAEP1-G008502","Metazoa"
"N1","HVAEP1-G008506","Metazoa"
"N1","HVAEP1-G014463","Metazoa"
"N1","HVAEP1-G014477","Metazoa"
"N1","HVAEP1-G025537","Metazoa"
"N1","HVAEP1-G025535","Metazoa"
"N1","HVAEP1-G025536","Metazoa"
"N1","HVAEP1-G011660","Metazoa"
"N1","HVAEP1-G011734","Metazoa"
"N1","HVAEP1-G011746","Metazoa"
"N1","HVAEP1-G011753","Metazoa"
"N1","HVAEP1-G011768","Metazoa"
"N1","HVAEP1-G015568","Metazoa"
"N1","HVAEP1-G017376","Metazoa"
"N1","HVAEP1-G011762","Metazoa"
"N1","HVAEP1-G017389","Metazoa"
"N1","HVAEP1-G001252","Metazoa"
"N1","HVAEP1-G024966","Metazoa"
"N1","HVAEP1-G011769","Metazoa"
"N1","HVAEP1-G011695","Metazoa"
"N1","HVAEP1-G011699","Metazoa"
"N1","HVAEP1-G011698","Metazoa"
"N1","HVAEP1-G011687","Metazoa"
"N1","HVAEP1-G011688","Metazoa"
"N1","HVAEP1-G014456","Metazoa"
"N1","HVAEP1-G009710","Metazoa"
"N1","HVAEP1-G028045","Metazoa"
"N1","HVAEP1-G028046","Metazoa"
"N1","HVAEP1-G008049","Metazoa"
"N1","HVAEP1-G008051","Metazoa"
"N1","HVAEP1-G008048","Metazoa"
"N1","HVAEP1-G007570","Metazoa"
"N1","HVAEP1-G007559","Metazoa"
"N1","HVAEP1-G007564","Metazoa"
"N1","HVAEP1-G007567","Metazoa"
"N1","HVAEP1-G007556","Metazoa"
"N1","HVAEP1-G007560","Metazoa"
"N1","HVAEP1-G016757","Metazoa"
"N1","HVAEP1-G016764","Metazoa"
"N1","HVAEP1-G010198","Metazoa"
"N1","HVAEP1-G010200","Metazoa"
"N1","HVAEP1-G023272","Metazoa"
"N1","HVAEP1-G023397","Metazoa"
"N1","HVAEP1-G028500","Metazoa"
"N1","HVAEP1-G003588","Metazoa"
"N1","HVAEP1-G003587","Metazoa"
"N1","HVAEP1-G025059","Metazoa"
"N1","HVAEP1-G023204","Metazoa"
"N1","HVAEP1-G000795","Metazoa"
"N1","HVAEP1-G019975","Metazoa"
"N1","HVAEP1-G010625","Metazoa"
"N1","HVAEP1-G002120","Metazoa"
"N1","HVAEP1-G002121","Metazoa"
"N1","HVAEP1-G002119","Metazoa"
"N1","HVAEP1-G002124","Metazoa"
"N1","HVAEP1-G002122","Metazoa"
"N1","HVAEP1-G003024","Metazoa"
"N1","HVAEP1-G003025","Metazoa"
"N1","HVAEP1-G006793","Metazoa"
"N1","HVAEP1-G017398","Metazoa"
"N1","HVAEP1-G000036","Metazoa"
"N1","HVAEP1-G025906","Metazoa"
"N1","HVAEP1-G010918","Metazoa"
"N1","HVAEP1-G003054","Metazoa"
"N1","HVAEP1-G025880","Metazoa"
"N1","HVAEP1-G025856","Metazoa"
"N1","HVAEP1-G003849","Metazoa"
"N1","HVAEP1-G018936","Metazoa"
"N1","HVAEP1-G000454","Metazoa"
"N1","HVAEP1-G000107","Metazoa"
"N1","HVAEP1-G003211","Metazoa"
"N1","HVAEP1-G003218","Metazoa"
"N1","HVAEP1-G003219","Metazoa"
"N1","HVAEP1-G002833","Metazoa"
"N1","HVAEP1-G003064","Metazoa"
"N1","HVAEP1-G003146","Metazoa"
"N1","HVAEP1-G003107","Metazoa"
"N1","HVAEP1-G003176","Metazoa"
"N1","HVAEP1-G003049","Metazoa"
"N1","HVAEP1-G000056","Metazoa"
"N1","HVAEP1-G000167","Metazoa"
"N1","HVAEP1-G000262","Metazoa"
"N1","HVAEP1-G001246","Metazoa"
"N1","HVAEP1-G000187","Metazoa"
"N1","HVAEP1-G000299","Metazoa"
"N1","HVAEP1-G002284","Metazoa"
"N1","HVAEP1-G000895","Metazoa"
"N1","HVAEP1-G000418","Metazoa"
"N1","HVAEP1-G000401","Metazoa"
"N1","HVAEP1-G000249","Metazoa"
"N1","HVAEP1-G003174","Metazoa"
"N1","HVAEP1-G003224","Metazoa"
"N1","HVAEP1-G002686","Metazoa"
"N1","HVAEP1-G002805","Metazoa"
"N1","HVAEP1-G002817","Metazoa"
"N1","HVAEP1-G002749","Metazoa"
"N1","HVAEP1-G002681","Metazoa"
"N1","HVAEP1-G002717","Metazoa"
"N1","HVAEP1-G002695","Metazoa"
"N1","HVAEP1-G028684","Metazoa"
"N1","HVAEP1-G002895","Metazoa"
"N1","HVAEP1-G002820","Metazoa"
"N1","HVAEP1-G026033","Metazoa"
"N1","HVAEP1-G002918","Metazoa"
"N1","HVAEP1-G002912","Metazoa"
"N1","HVAEP1-G000345","Metazoa"
"N1","HVAEP1-G000616","Metazoa"
"N1","HVAEP1-G000626","Metazoa"
"N1","HVAEP1-G002560","Metazoa"
"N1","HVAEP1-G000367","Metazoa"
"N1","HVAEP1-G000392","Metazoa"
"N1","HVAEP1-G026027","Metazoa"
"N1","HVAEP1-G026024","Metazoa"
"N1","HVAEP1-G000619","Metazoa"
"N1","HVAEP1-G000607","Metazoa"
"N1","HVAEP1-G017775","Metazoa"
"N1","HVAEP1-G000612","Metazoa"
"N1","HVAEP1-G000375","Metazoa"
"N1","HVAEP1-G000316","Metazoa"
"N1","HVAEP1-G000384","Metazoa"
"N1","HVAEP1-G000323","Metazoa"
"N1","HVAEP1-G000352","Metazoa"
"N1","HVAEP1-G000164","Metazoa"
"N1","HVAEP1-G000283","Metazoa"
"N1","HVAEP1-G000172","Metazoa"
"N1","HVAEP1-G002737","Metazoa"
"N1","HVAEP1-G002683","Metazoa"
"N1","HVAEP1-G002740","Metazoa"
"N1","HVAEP1-G000344","Metazoa"
"N1","HVAEP1-G002755","Metazoa"
"N1","HVAEP1-G000701","Metazoa"
"N1","HVAEP1-G000703","Metazoa"
"N1","HVAEP1-G000066","Metazoa"
"N1","HVAEP1-G000139","Metazoa"
"N1","HVAEP1-G002412","Metazoa"
"N1","HVAEP1-G000304","Metazoa"
"N1","HVAEP1-G000420","Metazoa"
"N1","HVAEP1-G003010","Metazoa"
"N1","HVAEP1-G003100","Metazoa"
"N1","HVAEP1-G002921","Metazoa"
"N1","HVAEP1-G002863","Metazoa"
"N1","HVAEP1-G002897","Metazoa"
"N1","HVAEP1-G000062","Metazoa"
"N1","HVAEP1-G000286","Metazoa"
"N1","HVAEP1-G000635","Metazoa"
"N1","HVAEP1-G024713","Metazoa"
"N1","HVAEP1-G000022","Metazoa"
"N1","HVAEP1-G002677","Metazoa"
"N1","HVAEP1-G003014","Metazoa"
"N1","HVAEP1-G002721","Metazoa"
"N1","HVAEP1-G002885","Metazoa"
"N1","HVAEP1-G002754","Metazoa"
"N1","HVAEP1-G002824","Metazoa"
"N1","HVAEP1-G002859","Metazoa"
"N1","HVAEP1-G002869","Metazoa"
"N1","HVAEP1-G002902","Metazoa"
"N1","HVAEP1-G002847","Metazoa"
"N1","HVAEP1-G002768","Metazoa"
"N1","HVAEP1-G002844","Metazoa"
"N1","HVAEP1-G002854","Metazoa"
"N1","HVAEP1-G002855","Metazoa"
"N1","HVAEP1-G003032","Metazoa"
"N1","HVAEP1-G003075","Metazoa"
"N1","HVAEP1-G002730","Metazoa"
"N1","HVAEP1-G002690","Metazoa"
"N1","HVAEP1-G000425","Metazoa"
"N1","HVAEP1-G000447","Metazoa"
"N1","HVAEP1-G000271","Metazoa"
"N1","HVAEP1-G003172","Metazoa"
"N1","HVAEP1-G000672","Metazoa"
"N1","HVAEP1-G000751","Metazoa"
"N1","HVAEP1-G000727","Metazoa"
"N1","HVAEP1-G000741","Metazoa"
"N1","HVAEP1-G000740","Metazoa"
"N1","HVAEP1-G000717","Metazoa"
"N1","HVAEP1-G000745","Metazoa"
"N1","HVAEP1-G000632","Metazoa"
"N1","HVAEP1-G000614","Metazoa"
"N1","HVAEP1-G000695","Metazoa"
"N1","HVAEP1-G000483","Metazoa"
"N1","HVAEP1-G000466","Metazoa"
"N1","HVAEP1-G024222","Metazoa"
"N1","HVAEP1-G011968","Metazoa"
"N1","HVAEP1-G001699","Metazoa"
"N1","HVAEP1-G027790","Metazoa"
"N1","HVAEP1-G024463","Metazoa"
"N1","HVAEP1-G012205","Metazoa"
"N1","HVAEP1-G012207","Metazoa"
"N1","HVAEP1-G000750","Metazoa"
"N1","HVAEP1-G000275","Metazoa"
"N1","HVAEP1-G024833","Metazoa"
"N1","HVAEP1-G019354","Metazoa"
"N1","HVAEP1-G007343","Metazoa"
"N1","HVAEP1-G023986","Metazoa"
"N1","HVAEP1-G011847","Metazoa"
"N1","HVAEP1-G007805","Metazoa"
"N1","HVAEP1-G003888","Metazoa"
"N1","HVAEP1-G017272","Metazoa"
"N1","HVAEP1-G022373","Metazoa"
"N1","HVAEP1-G006832","Metazoa"
"N1","HVAEP1-G005348","Metazoa"
"N1","HVAEP1-G023801","Metazoa"
"N1","HVAEP1-G001809","Metazoa"
"N1","HVAEP1-G005772","Metazoa"
"N1","HVAEP1-G019178","Metazoa"
"N1","HVAEP1-G027335","Metazoa"
"N1","HVAEP1-G005460","Metazoa"
"N1","HVAEP1-G010782","Metazoa"
"N1","HVAEP1-G007031","Metazoa"
"N1","HVAEP1-G014330","Metazoa"
"N1","HVAEP1-G028118","Metazoa"
"N1","HVAEP1-G024171","Metazoa"
"N1","HVAEP1-G025249","Metazoa"
"N1","HVAEP1-G004195","Metazoa"
"N1","HVAEP1-G024998","Metazoa"
"N1","HVAEP1-G024999","Metazoa"
"N1","HVAEP1-G026157","Metazoa"
"N1","HVAEP1-G026152","Metazoa"
"N1","HVAEP1-G014937","Metazoa"
"N1","HVAEP1-G008730","Metazoa"
"N1","HVAEP1-G007928","Metazoa"
"N1","HVAEP1-G012291","Metazoa"
"N1","HVAEP1-G026497","Metazoa"
"N1","HVAEP1-G015479","Metazoa"
"N1","HVAEP1-G009576","Metazoa"
"N1","HVAEP1-G009571","Metazoa"
"N1","HVAEP1-G009559","Metazoa"
"N1","HVAEP1-G009561","Metazoa"
"N1","HVAEP1-G023813","Metazoa"
"N1","HVAEP1-G009577","Metazoa"
"N1","HVAEP1-G005898","Metazoa"
"N1","HVAEP1-G005900","Metazoa"
"N1","HVAEP1-G005901","Metazoa"
"N1","HVAEP1-G005816","Metazoa"
"N1","HVAEP1-G005820","Metazoa"
"N1","HVAEP1-G005782","Metazoa"
"N1","HVAEP1-G005781","Metazoa"
"N1","HVAEP1-G005817","Metazoa"
"N1","HVAEP1-G014062","Metazoa"
"N1","HVAEP1-G014036","Metazoa"
"N1","HVAEP1-G014028","Metazoa"
"N1","HVAEP1-G014026","Metazoa"
"N1","HVAEP1-G014032","Metazoa"
"N1","HVAEP1-G014029","Metazoa"
"N1","HVAEP1-G014027","Metazoa"
"N1","HVAEP1-G014031","Metazoa"
"N1","HVAEP1-G014060","Metazoa"
"N1","HVAEP1-G014035","Metazoa"
"N1","HVAEP1-G014024","Metazoa"
"N1","HVAEP1-G014040","Metazoa"
"N1","HVAEP1-G014019","Metazoa"
"N1","HVAEP1-G014008","Metazoa"
"N1","HVAEP1-G014015","Metazoa"
"N1","HVAEP1-G014018","Metazoa"
"N1","HVAEP1-G014020","Metazoa"
"N1","HVAEP1-G014056","Metazoa"
"N1","HVAEP1-G014055","Metazoa"
"N1","HVAEP1-G014023","Metazoa"
"N1","HVAEP1-G014039","Metazoa"
"N1","HVAEP1-G014054","Metazoa"
"N1","HVAEP1-G014050","Metazoa"
"N1","HVAEP1-G014033","Metazoa"
"N1","HVAEP1-G014021","Metazoa"
"N1","HVAEP1-G014034","Metazoa"
"N1","HVAEP1-G014022","Metazoa"
"N1","HVAEP1-G014014","Metazoa"
"N1","HVAEP1-G006267","Metazoa"
"N1","HVAEP1-G010126","Metazoa"
"N1","HVAEP1-G008068","Metazoa"
"N1","HVAEP1-G008067","Metazoa"
"N1","HVAEP1-G008060","Metazoa"
"N1","HVAEP1-G008055","Metazoa"
"N1","HVAEP1-G008058","Metazoa"
"N1","HVAEP1-G008059","Metazoa"
"N1","HVAEP1-G008056","Metazoa"
"N1","HVAEP1-G008065","Metazoa"
"N1","HVAEP1-G008064","Metazoa"
"N1","HVAEP1-G008063","Metazoa"
"N1","HVAEP1-G008054","Metazoa"
"N1","HVAEP1-G015509","Metazoa"
"N1","HVAEP1-G023699","Metazoa"
"N1","HVAEP1-G000114","Metazoa"
"N1","HVAEP1-G000237","Metazoa"
"N1","HVAEP1-G000076","Metazoa"
"N1","HVAEP1-G003380","Metazoa"
"N1","HVAEP1-G003966","Metazoa"
"N1","HVAEP1-G009158","Metazoa"
"N1","HVAEP1-G005729","Metazoa"
"N1","HVAEP1-G011153","Metazoa"
"N1","HVAEP1-G011318","Metazoa"
"N1","HVAEP1-G021779","Metazoa"
"N1","HVAEP1-G003197","Metazoa"
"N1","HVAEP1-G003195","Metazoa"
"N1","HVAEP1-G018954","Metazoa"
"N1","HVAEP1-G010765","Metazoa"
"N1","HVAEP1-G006831","Metazoa"
"N1","HVAEP1-G006413","Metazoa"
"N1","HVAEP1-G025382","Metazoa"
"N1","HVAEP1-G004224","Metazoa"
"N1","HVAEP1-G003800","Metazoa"
"N1","HVAEP1-G003799","Metazoa"
"N1","HVAEP1-G026637","Metazoa"
"N1","HVAEP1-G006952","Metazoa"
"N1","HVAEP1-G009230","Metazoa"
"N1","HVAEP1-G026055","Metazoa"
"N1","HVAEP1-G022729","Metazoa"
"N1","HVAEP1-G019259","Metazoa"
"N1","HVAEP1-G009229","Metazoa"
"N1","HVAEP1-G019260","Metazoa"
"N1","HVAEP1-G014123","Metazoa"
"N1","HVAEP1-G010780","Metazoa"
"N1","HVAEP1-G014124","Metazoa"
"N1","HVAEP1-G003256","Metazoa"
"N1","HVAEP1-G016078","Metazoa"
"N1","HVAEP1-G012564","Metazoa"
"N1","HVAEP1-G003255","Metazoa"
"N1","HVAEP1-G023135","Metazoa"
"N1","HVAEP1-G019651","Metazoa"
"N1","HVAEP1-G028347","Metazoa"
"N1","HVAEP1-G021604","Metazoa"
"N1","HVAEP1-G007263","Metazoa"
"N1","HVAEP1-G017036","Metazoa"
"N1","HVAEP1-G019117","Metazoa"
"N1","HVAEP1-G002701","Metazoa"
"N1","HVAEP1-G002702","Metazoa"
"N1","HVAEP1-G019815","Metazoa"
"N1","HVAEP1-G002703","Metazoa"
"N1","HVAEP1-G005851","Metazoa"
"N1","HVAEP1-G000486","Metazoa"
"N1","HVAEP1-G023505","Metazoa"
"N1","HVAEP1-G008849","Metazoa"
"N1","HVAEP1-G003634","Metazoa"
"N1","HVAEP1-G010907","Metazoa"
"N1","HVAEP1-G023442","Metazoa"
"N1","HVAEP1-G023436","Metazoa"
"N1","HVAEP1-G005428","Metazoa"
"N1","HVAEP1-G028653","Metazoa"
"N1","HVAEP1-G024032","Metazoa"
"N1","HVAEP1-G018902","Metazoa"
"N1","HVAEP1-G026289","Metazoa"
"N1","HVAEP1-G008158","Metazoa"
"N1","HVAEP1-G002374","Metazoa"
"N1","HVAEP1-G000094","Metazoa"
"N1","HVAEP1-G000103","Metazoa"
"N1","HVAEP1-G017403","Metazoa"
"N1","HVAEP1-G003159","Metazoa"
"N1","HVAEP1-G016062","Metazoa"
"N1","HVAEP1-G014458","Metazoa"
"N1","HVAEP1-G019953","Metazoa"
"N1","HVAEP1-G000319","Metazoa"
"N1","HVAEP1-G000336","Metazoa"
"N1","HVAEP1-G004258","Metazoa"
"N1","HVAEP1-G019952","Metazoa"
"N1","HVAEP1-G023695","Metazoa"
"N1","HVAEP1-G000335","Metazoa"
"N1","HVAEP1-G023486","Metazoa"
"N1","HVAEP1-G014459","Metazoa"
"N1","HVAEP1-G010759","Metazoa"
"N1","HVAEP1-G008882","Metazoa"
"N1","HVAEP1-G008881","Metazoa"
"N1","HVAEP1-G025416","Metazoa"
"N1","HVAEP1-G003158","Metazoa"
"N1","HVAEP1-G000093","Metazoa"
"N1","HVAEP1-G000104","Metazoa"
"N1","HVAEP1-G000092","Metazoa"
"N1","HVAEP1-G008608","Metazoa"
"N1","HVAEP1-G010758","Metazoa"
"N1","HVAEP1-G025417","Metazoa"
"N1","HVAEP1-G008880","Metazoa"
"N1","HVAEP1-G015840","Metazoa"
"N1","HVAEP1-G016327","Metazoa"
"N1","HVAEP1-G016714","Metazoa"
"N1","HVAEP1-G026490","Metazoa"
"N1","HVAEP1-G010317","Metazoa"
"N1","HVAEP1-G012303","Metazoa"
"N1","HVAEP1-G001825","Metazoa"
"N1","HVAEP1-G018235","Metazoa"
"N1","HVAEP1-G018648","Metazoa"
"N1","HVAEP1-G012416","Metazoa"
"N1","HVAEP1-G027797","Metazoa"
"N1","HVAEP1-G022548","Metazoa"
"N1","HVAEP1-G007616","Metazoa"
"N1","HVAEP1-G021646","Metazoa"
"N1","HVAEP1-G014894","Metazoa"
"N1","HVAEP1-G011496","Metazoa"
"N1","HVAEP1-G008719","Metazoa"
"N1","HVAEP1-G015617","Metazoa"
"N1","HVAEP1-G000683","Metazoa"
"N1","HVAEP1-G009169","Metazoa"
"N1","HVAEP1-G002084","Metazoa"
"N1","HVAEP1-G018975","Metazoa"
"N1","HVAEP1-G010076","Metazoa"
"N1","HVAEP1-G013961","Metazoa"
"N1","HVAEP1-G020950","Metazoa"
"N1","HVAEP1-G028174","Metazoa"
"N1","HVAEP1-G010456","Metazoa"
"N1","HVAEP1-G010075","Metazoa"
"N1","HVAEP1-G025244","Metazoa"
"N1","HVAEP1-G025501","Metazoa"
"N1","HVAEP1-G025098","Metazoa"
"N1","HVAEP1-G021542","Metazoa"
"N1","HVAEP1-G004145","Metazoa"
"N1","HVAEP1-G012154","Metazoa"
"N1","HVAEP1-G020892","Metazoa"
"N1","HVAEP1-G020891","Metazoa"
"N1","HVAEP1-G025502","Metazoa"
"N1","HVAEP1-G014957","Metazoa"
"N1","HVAEP1-G021543","Metazoa"
"N1","HVAEP1-G008962","Metazoa"
"N1","HVAEP1-G020890","Metazoa"
"N1","HVAEP1-G016713","Metazoa"
"N1","HVAEP1-G004146","Metazoa"
"N1","HVAEP1-G021695","Metazoa"
"N1","HVAEP1-G022650","Metazoa"
"N1","HVAEP1-G023490","Metazoa"
"N1","HVAEP1-G015501","Metazoa"
"N1","HVAEP1-G021958","Metazoa"
"N1","HVAEP1-G024818","Metazoa"
"N1","HVAEP1-G011159","Metazoa"
"N1","HVAEP1-G024815","Metazoa"
"N1","HVAEP1-G003341","Metazoa"
"N1","HVAEP1-G004474","Metazoa"
"N1","HVAEP1-G021685","Metazoa"
"N1","HVAEP1-G008329","Metazoa"
"N1","HVAEP1-G005304","Metazoa"
"N1","HVAEP1-G008066","Metazoa"
"N1","HVAEP1-G008053","Metazoa"
"N1","HVAEP1-G004595","Metazoa"
"N1","HVAEP1-G026628","Metazoa"
"N1","HVAEP1-G024235","Metazoa"
"N1","HVAEP1-G024239","Metazoa"
"N1","HVAEP1-G024237","Metazoa"
"N1","HVAEP1-G024240","Metazoa"
"N1","HVAEP1-G024241","Metazoa"
"N1","HVAEP1-G020090","Metazoa"
"N1","HVAEP1-G001612","Metazoa"
"N1","HVAEP1-G017042","Metazoa"
"N1","HVAEP1-G028636","Metazoa"
"N1","HVAEP1-G015675","Metazoa"
"N1","HVAEP1-G025146","Metazoa"
"N1","HVAEP1-G010453","Metazoa"
"N1","HVAEP1-G028635","Metazoa"
"N1","HVAEP1-G028633","Metazoa"
"N1","HVAEP1-G010231","Metazoa"
"N1","HVAEP1-G010236","Metazoa"
"N1","HVAEP1-G010234","Metazoa"
"N1","HVAEP1-G010238","Metazoa"
"N1","HVAEP1-G010225","Metazoa"
"N1","HVAEP1-G016203","Metazoa"
"N1","HVAEP1-G005068","Metazoa"
"N1","HVAEP1-G017689","Metazoa"
"N1","HVAEP1-G025250","Metazoa"
"N1","HVAEP1-G018961","Metazoa"
"N1","HVAEP1-G023193","Metazoa"
"N1","HVAEP1-G025268","Metazoa"
"N1","HVAEP1-G017283","Metazoa"
"N1","HVAEP1-G010241","Metazoa"
"N1","HVAEP1-G023398","Metazoa"
"N1","HVAEP1-G004524","Metazoa"
"N1","HVAEP1-G016304","Metazoa"
"N1","HVAEP1-G011806","Metazoa"
"N1","HVAEP1-G013250","Metazoa"
"N1","HVAEP1-G011661","Metazoa"
"N1","HVAEP1-G023345","Metazoa"
"N1","HVAEP1-G024694","Metazoa"
"N1","HVAEP1-G021691","Metazoa"
"N1","HVAEP1-G002676","Metazoa"
"N1","HVAEP1-G013941","Metazoa"
"N1","HVAEP1-G014368","Metazoa"
"N1","HVAEP1-G012222","Metazoa"
"N1","HVAEP1-G011393","Metazoa"
"N1","HVAEP1-G025929","Metazoa"
"N1","HVAEP1-G028787","Metazoa"
"N1","HVAEP1-G027513","Metazoa"
"N1","HVAEP1-G023572","Metazoa"
"N1","HVAEP1-G023573","Metazoa"
"N1","HVAEP1-G019677","Metazoa"
"N1","HVAEP1-G007676","Metazoa"
"N1","HVAEP1-G007683","Metazoa"
"N1","HVAEP1-G008380","Metazoa"
"N1","HVAEP1-G002315","Metazoa"
"N1","HVAEP1-G024204","Metazoa"
"N1","HVAEP1-G006273","Metazoa"
"N1","HVAEP1-G004216","Metazoa"
