"","conReal","conShuf","allReal","allShuf","realOds","shufOdds","lor","name","fam","idx","pval","fdr","res"
"MA0117.2",311,133,3592,2376,0.0947881743370923,0.0592955862683906,0.469109785516587,"Mafb","Maf-related factors",306,5.00142649495139e-05,0.000133371373198704,"enriched"
"MA0527.1",397,206,4371,3499,0.0998993457473578,0.0625569389614333,0.468085971162212,"ZBTB33","Other factors with up to three adjacent zinc fingers",307,1.11460048343017e-06,3.46764594844941e-06,"enriched"
"MA0665.1",427,237,3813,3221,0.126107501476669,0.0794235924932976,0.462339270724064,"MSC","Tal-related factors",308,7.04053739437176e-07,2.26592008094723e-06,"enriched"
"MA0143.4",187,115,3055,2915,0.0652022315202232,0.0410714285714286,0.462180982935121,"SOX2","SOX-related factors",309,0.000333696702380174,0.000772190716251643,"enriched"
"MA0747.1",678,393,8746,7809,0.0840356965790778,0.0529935275080906,0.461071884242723,"SP8","Three-zinc finger Krüppel-related factors",310,3.37477831042932e-11,1.76075390109356e-10,"enriched"
"MA1648.1",757,357,6294,4496,0.136716633556077,0.0862527180478376,0.460628846583575,"TCF12(var.2)","E2A-related factors",311,6.02621281892002e-10,2.84383076847911e-09,"enriched"
"MA1616.1",254,86,3846,2010,0.0707126948775056,0.0446985446985447,0.45868417256859,"Prdm15","Factors with multiple dispersed zinc fingers",312,0.000773094861620052,0.00167878686189007,"enriched"
"MA0646.1",154,95,2834,2707,0.0574626865671642,0.0363705972434916,0.457375127704508,"GCM1","GCM factors",313,0.00119205654616813,0.00246632388862371,"enriched"
"MA0733.1",760,391,10158,8026,0.0808682698446478,0.0512115258677145,0.456856911284983,"EGR4","Three-zinc finger Krüppel-related factors",314,1.86399638075476e-11,1.01016578053806e-10,"enriched"
"MA0673.1",198,104,2837,2290,0.0750284198560061,0.0475754803293687,0.455549463786322,"NKX2-8","NK-related factors",315,0.000627530146317828,0.00138353103125191,"enriched"
"MA0693.2",111,70,1884,1829,0.0626057529610829,0.0397953382603752,0.453107397926325,"VDR","Thyroid hormone receptor-related factors (NR1)",316,0.00681113500228848,0.0123039858105856,"neutral"
"MA0071.1",104,63,1870,1745,0.0588901472253681,0.0374554102259215,0.452522632118828,"RORA","Thyroid hormone receptor-related factors (NR1)",317,0.00964478504093069,0.0170560409144879,"neutral"
"MA0592.3",149,89,2558,2347,0.0618513906185139,0.0394154118689105,0.450577678308055,"ESRRA","Steroid hormone receptors (NR3)",318,0.00201521670593786,0.00404971778226748,"enriched"
"MA1474.1",388,173,4550,3081,0.0932244113407016,0.0594910591471802,0.449183576825325,"CREB3L4","CREB-related factors",319,1.02998589807517e-05,2.97984153895428e-05,"enriched"
"MA1466.1",306,131,3856,2508,0.0861971830985915,0.0551114850652082,0.447279363641962,"ATF6","Jun-related factors",320,0.000111854250082842,0.000282154865073835,"enriched"
"MA0808.1",232,210,2395,3266,0.107258437355525,0.068717277486911,0.445240565282194,"TEAD3","TEF-1-related factors",321,3.8916333951553e-05,0.000104962406720919,"enriched"
"MA0213.1",629,238,5539,3131,0.128105906313646,0.082267542343588,0.442880667216535,"brk","",322,4.40749673747666e-07,1.47501882847825e-06,"enriched"
"MA1419.1",246,153,3987,3754,0.0657578187650361,0.0424881977228548,0.436752243840656,"IRF4","Interferon-regulatory factors  ",323,9.39284868114612e-05,0.000239090693701901,"enriched"
"MA1143.1",556,192,5452,2796,0.113562091503268,0.0737327188940092,0.431903101359099,"FOSL1::JUND(var.2)","Fos-related factors, Jun-related factors",324,5.73509135423714e-06,1.70228859984424e-05,"enriched"
"MA0765.2",404,322,4337,5150,0.102720569539792,0.0666942833471417,0.431893142202354,"ETV5","Ets-related factors",325,2.84778907672935e-07,1.00934296390407e-06,"enriched"
"MA1133.1",321,165,4201,3236,0.0827319587628866,0.0537284272224031,0.431663737052938,"JUN::JUNB(var.2)","Jun-related factors, Jun-related factors",326,4.53013859018988e-05,0.000121188420884061,"enriched"
"MA1550.1",130,73,3162,2691,0.0428759894459103,0.0278838808250573,0.430263209014774,"PPARD","Thyroid hormone receptor-related factors (NR1)",327,0.00605312993235537,0.0110776234056177,"neutral"
"MA0750.2",372,115,4944,2288,0.0813648293963255,0.0529222273354809,0.430119681251625,"ZBTB7A","More than 3 adjacent zinc finger factors",328,0.00026149238783818,0.000622248175025697,"enriched"
"MA0115.1",102,69,2248,2299,0.0475302889095993,0.0309417040358744,0.429262249950532,"NR1H2::RXRA","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",329,0.0109739046877853,0.019085051630931,"neutral"
"MA0805.1",177,176,2412,3584,0.0791946308724832,0.0516431924882629,0.427550118437214,"TBX1","TBX1-related factors",330,0.000285543247916923,0.000668123477020099,"enriched"
"MA0013.1",289,150,3949,3063,0.0789617486338798,0.0514933058702369,0.427511724580199,"br(var.4)","Other factors with up to three adjacent zinc fingers",331,0.000115774752046635,0.000291170035087345,"enriched"
"MA0737.1",227,158,3393,3537,0.0716993051168667,0.0467593962710861,0.427465830727768,"GLIS3","More than 3 adjacent zinc finger factors",332,0.000164921108496903,0.000400386506177451,"enriched"
"MA0596.1",186,132,2408,2542,0.0837083708370837,0.0547717842323651,0.424163807411956,"SREBF2","bHLH-ZIP factors",333,0.000820371339868529,0.00176695365510145,"enriched"
"MA0797.1",145,118,1979,2394,0.079062159214831,0.0518453427065026,0.421969260384721,"TGIF2","TALE-type homeo domain factors",334,0.00222110086149901,0.0044316501749624,"enriched"
"MA0599.1",389,373,4370,6191,0.0977141421753328,0.0641113784805775,0.421424440029461,"KLF5","Three-zinc finger Krüppel-related factors",335,2.15599972869285e-07,7.83999901342854e-07,"enriched"
"MA0782.2",190,119,2888,2694,0.0704225352112676,0.0462135922330097,0.421239355379092,"PKNOX1","TALE-type homeo domain factors",336,0.00103116811365579,0.00216545303867717,"enriched"
"MA1491.1",270,135,4170,3103,0.0692307692307692,0.0454851752021563,0.420058952729479,"GLI3","More than 3 adjacent zinc finger factors",337,0.000262928202180599,0.000623897428903116,"enriched"
"MA0659.2",234,131,3283,2725,0.0767464742538537,0.0505011565150347,0.418511210044684,"MAFG","Maf-related factors",338,0.000507795720049745,0.00113722722168382,"enriched"
"MA0161.2",255,136,3277,2585,0.0843812045003309,0.055532870559412,0.418369573541857,"NFIC","Nuclear factor 1",339,0.000393351744484376,0.000905428309078814,"enriched"
"MA0070.1",242,243,2878,4264,0.0918057663125948,0.0604327281770704,0.418144294091014,"PBX1","TALE-type homeo domain factors",340,3.89860367820556e-05,0.000104962406720919,"enriched"
"MA0516.2",612,330,9323,7437,0.0702559981632419,0.0464330941325454,0.414133247059803,"SP2","Three-zinc finger Kruppel-related factors",341,2.29417650700411e-08,9.13321453025332e-08,"enriched"
"MA0652.1",219,156,3588,3786,0.0650044523597507,0.0429752066115702,0.413832406419307,"IRF8","Interferon-regulatory factors",342,0.000285120691062554,0.000668123477020099,"enriched"
"MA1652.1",257,101,4565,2655,0.0596564531104921,0.0395458104933438,0.411142566370166,"ZKSCAN5","Factors with multiple dispersed zinc fingers",343,0.00123684705034161,0.00255270644296548,"enriched"
"MA0523.1",190,94,3212,2344,0.0628722700198544,0.0417777777777778,0.408740642256263,"TCF7L2","TCF-7-related factors",344,0.00299533470477018,0.0058386551952516,"enriched"
"MA0476.1",121,105,1557,1980,0.0842618384401114,0.056,0.408577384235559,"FOS","Fos-related factors",345,0.00648375224975076,0.0117631790276256,"neutral"
"MA0531.1",272,132,4012,2853,0.0727272727272727,0.0485115766262404,0.404913992084295,"CTCF","More than 3 adjacent zinc finger factors",346,0.000509044565896568,0.00113722722168382,"enriched"
"MA0812.1",155,108,2612,2672,0.0630850630850631,0.0421216848673947,0.403921335314408,"TFAP2B(var.2)","AP-2",347,0.0032278381551472,0.00627635196834177,"enriched"
"MA0486.2",135,111,2002,2410,0.0723085163363685,0.0482818616789909,0.403885958347554,"HSF1","HSF factors",348,0.00444116919353131,0.00832719223787121,"enriched"
"MA0778.1",149,163,1948,3109,0.0828237909949972,0.0553292600135777,0.403413468210739,"NFKB2","NF-kappaB-related factors",349,0.00144598691054455,0.00294812865256655,"enriched"
"MA1521.1",163,94,2690,2268,0.0645033636723387,0.0432382704691812,0.399991378829719,"MAFA","Maf-related factors",350,0.004880975777353,0.00907083994021354,"enriched"
"MA0909.2",238,145,4640,4144,0.0540663334847796,0.0362590647661915,0.399522278011312,"HOXD13","HOX-related factors",351,0.000423330191746441,0.000968930139147167,"enriched"
"MA0023.1",246,187,2984,3287,0.0898466033601169,0.0603225806451613,0.39839730370262,"dl(var.2)","",352,0.000245009482932449,0.0005863474805221,"enriched"
"MA0865.1",343,265,3918,4377,0.0959440559440559,0.0644455252918288,0.397944973186611,"E2F8","E2F-related factors",353,1.475232384499e-05,4.20066170501411e-05,"enriched"
"MA0445.1",301,219,4114,4330,0.0789404668240231,0.0532717100462175,0.393288561972689,"D","",354,6.0335798625973e-05,0.000158381471393179,"enriched"
"MA1589.1",136,103,2742,3025,0.0521872601688411,0.0352498288843258,0.392377732132271,"ZNF140","More than 3 adjacent zinc finger factors",355,0.00558034141033594,0.0103248607592119,"neutral"
"MA1627.1",663,408,9325,8296,0.0765412145001154,0.0517241379310345,0.3919047902896,"Wt1","More than 3 adjacent zinc fingers",356,1.2565985485527e-08,5.0992404868805e-08,"enriched"
"MA0139.1",234,90,4033,2250,0.0615951566201632,0.0416666666666667,0.390881792518022,"CTCF","More than 3 adjacent zinc finger factors",357,0.0038676616665944,0.00736697460303695,"enriched"
"MA0736.1",371,226,5591,4924,0.0710727969348659,0.048105576841209,0.390306547677323,"GLIS2","More than 3 adjacent zinc finger factors",358,2.29168117147844e-05,6.43816783960498e-05,"enriched"
"MA0732.1",560,295,7701,5851,0.0784203893012183,0.0530957523398128,0.3899870297145,"EGR3","Three-zinc finger Krüppel-related factors",359,7.94908382502189e-07,2.52925394432515e-06,"enriched"
"MA1572.1",131,122,1887,2528,0.0746013667425968,0.0507065669160432,0.386103400807457,"TGIF2LY","TALE-type homeo domain factors",360,0.00583518812365995,0.0107490307541104,"neutral"
"MA1650.1",637,261,8257,4846,0.0835958005249344,0.0569247546346783,0.384262984259343,"ZBTB14","More than 3 adjacent zinc finger factors",361,2.20663863712171e-06,6.69161175156043e-06,"enriched"
"MA0458.1",475,239,5815,4179,0.0889513108614232,0.0606598984771574,0.382806322440869,"slp1","Forkhead box (FOX) factors",362,1.45917536381708e-05,4.18330138432201e-05,"enriched"
"MA1634.1",153,224,1684,3510,0.0999346832135859,0.0681679853925746,0.382541772476925,"BATF","B-ATF-related factors",363,0.00138372904983704,0.00282805937192971,"enriched"
"MA0734.2",281,193,4334,4267,0.0693313594867999,0.047373588610702,0.380832450587303,"GLI2","More than 3 adjacent zinc finger factors",364,0.000196670739498268,0.000476090550946816,"enriched"
"MA1459.1",209,152,3300,3441,0.0676156583629893,0.0462146549103071,0.380542635175475,"M1BP","",365,0.00112933549827302,0.00234812331324092,"enriched"
"MA1117.1",227,213,2766,3694,0.0894052776683734,0.0611893134156851,0.379207157878738,"RELB","NF-kappaB-related factors",366,0.000395024923550342,0.00090661457864013,"enriched"
"MA0009.2",129,139,1817,2781,0.0764218009478673,0.0526116578349735,0.373330281157348,"TBXT","Brachyury-related factors",367,0.00623627813699471,0.0113632833732658,"neutral"
"MA0477.2",145,177,1502,2579,0.106853352984525,0.0736885928393006,0.371609352651805,"FOSL1","Fos-related factors",368,0.00401216483393835,0.00762492864368374,"enriched"
"MA1596.1",447,255,7460,6026,0.063738770854128,0.0441864494888234,0.366374855629199,"ZNF460","More than 3 adjacent zinc finger factors",369,1.64760729680335e-05,4.67564232876627e-05,"enriched"
"MA0544.1",300,245,3966,4552,0.0818330605564648,0.0568841420942651,0.363664720765934,"snpc-4","Myb/SANT domain factors",370,0.000142744277868319,0.000350599980729205,"enriched"
"MA0705.1",96,102,1369,2043,0.0754124116260801,0.0525502318392581,0.361202362795169,"Lhx8","HD-LIM factors",371,0.024131469751121,0.0399024302971291,"neutral"
"MA1140.2",372,145,4232,2304,0.0963730569948187,0.0671607225567392,0.361138079908503,"JUNB(var.2)","Jun-related factors",372,0.00109727041071335,0.00229852155860154,"enriched"
"MA0102.4",215,101,3670,2420,0.0622286541244573,0.0435532557136697,0.356831112340165,"CEBPA","C/EBP-related factors",373,0.00694474167348592,0.0125184184672278,"neutral"
"MA1128.1",205,176,2266,2696,0.0994662785055798,0.0698412698412698,0.353593583715266,"FOSL1::JUN","Fos-related factors, Jun-related factors",374,0.00255125649211359,0.00503064660416764,"enriched"
"MA1646.1",233,140,3511,2945,0.0710799267846248,0.0499108734402852,0.353566089609418,"OSR2","More than 3 adjacent zinc finger factors",375,0.00273161566841329,0.00536111486324103,"enriched"
"MA1475.1",339,176,4096,2949,0.0902315677402183,0.0634691669671835,0.351825112384108,"CREB3L4(var.2)","CREB-related factors",376,0.000745290740402442,0.00162608888815078,"enriched"
"MA0640.2",282,370,3555,6466,0.0861594867094409,0.0606955380577428,0.350329888165145,"ELF3","Ets-related factors",377,7.26834701511991e-05,0.000188438626317924,"enriched"
"MA0804.1",127,137,1873,2792,0.072737686139748,0.0516007532956686,0.343323357906958,"TBX19","Brachyury-related factors",378,0.0125358878447933,0.0215340404695835,"neutral"
"MA1420.1",226,120,3543,2601,0.06813385589388,0.0483675937122128,0.342644201234989,"IRF5","Interferon-regulatory factors  ",379,0.00594868687686745,0.0109102554073551,"neutral"
"MA0591.1",185,104,2952,2294,0.0668594145283701,0.0474885844748858,0.342102768960573,"Bach1::Mafk","Jun-related factors, Maf-related factors",380,0.0115713447768391,0.0200824991994728,"neutral"
"MA1114.1",208,77,3768,1930,0.0584269662921348,0.0415542363734485,0.340778060286918,"PBX3","TALE-type homeo domain factors",381,0.0199478259008114,0.0334454566001628,"neutral"
"MA1121.1",201,205,2517,3521,0.0867875647668394,0.0618214716525935,0.339212606482967,"TEAD2","TEF-1-related factors",382,0.00238829844657802,0.00473153465831495,"enriched"
"MA0067.1",326,238,3646,3637,0.0981927710843374,0.070020594292439,0.338143195480815,"Pax2","Paired domain only",383,0.000468572184329617,0.00106091815319913,"enriched"
"MA0741.1",685,501,8449,8439,0.0882277176713035,0.063114134542706,0.33497642623147,"KLF16","Three-zinc finger Krüppel-related factors",384,3.13488084346176e-07,1.08366251378925e-06,"enriched"
"MA0844.1",297,142,4047,2646,0.0792,0.0567092651757189,0.334038694456972,"XBP1","XBP-1-related factors",385,0.00328946185237569,0.00638140405541704,"enriched"
"MA0826.1",97,99,1369,1911,0.0762578616352201,0.054635761589404,0.33343187107165,"OLIG1","Tal-related factors",386,0.0393669384370075,0.0618097724992267,"neutral"
"MA1150.1",117,112,2052,2696,0.0604651162790698,0.043343653250774,0.332906322941272,"RORB","Thyroid hormone receptor-related factors (NR1)",387,0.0226854771492466,0.0376596853861011,"neutral"
"MA1647.1",282,257,3468,4304,0.0885122410546139,0.063503829997529,0.332040640448766,"PRDM4","Factors with multiple dispersed zinc fingers",388,0.000607846730686501,0.00134366119414911,"enriched"
"MA0258.2",132,74,2767,2130,0.0500948766603416,0.0359922178988327,0.330615994981794,"ESR2","Steroid hormone receptors (NR3)",389,0.0377128337133549,0.0594348598859627,"neutral"
"MA0502.2",271,188,3359,3169,0.087759067357513,0.0630660852063066,0.330412040583157,"NFYB","",390,0.00196125370913216,0.00395072689609356,"enriched"
"MA0518.1",193,127,2774,2486,0.0747772181325068,0.0538363713437897,0.328563982135355,"Stat4","STAT factors",391,0.00991367094760721,0.0174947134369539,"neutral"
"MA0496.3",237,191,3069,3351,0.0836864406779661,0.0604430379746835,0.325375564855849,"MAFK","Maf-related factors",392,0.00283934666573398,0.00555955990493367,"enriched"
"MA0810.1",261,200,4078,4238,0.0683783075713911,0.0495294700346706,0.32248778690221,"TFAP2A(var.2)","AP-2",393,0.00180917590289589,0.00367079168703514,"enriched"
"MA1597.1",179,116,3017,2648,0.0630725863284003,0.0458135860979463,0.319705540278469,"ZNF528","More than 3 adjacent zinc finger factors",394,0.0150145223161825,0.0255307666914845,"neutral"
"MA1556.1",155,100,2647,2306,0.062199036918138,0.0453309156844968,0.316350250837259,"RXRG(var.2)","RXR-related receptors (NR2)",395,0.0258175300460042,0.0421920724487228,"neutral"
"MA0092.1",214,201,2638,3317,0.0882838283828383,0.0645057766367137,0.313802166764209,"Hand1::Tcf3","Tal-related factors, E2A-related factors",396,0.0046898706039009,0.00873501398509258,"enriched"
"MA1569.1",171,117,2820,2588,0.0645526613816535,0.047349251315257,0.309930338421444,"TFAP2E","AP-2",397,0.0196177338330377,0.0329577928395033,"neutral"
"MA1527.1",158,111,2894,2728,0.0577485380116959,0.042414978983569,0.308596455502337,"NFIC(var.2)","Nuclear factor 1",398,0.0234864606812994,0.0389124792352889,"neutral"
"MA0038.2",153,108,2648,2505,0.0613226452905812,0.0450563204005006,0.308235920516981,"GFI1","More than 3 adjacent zinc finger factors",399,0.0265573544607344,0.0432329026104979,"neutral"
"MA1102.2",455,117,7607,2609,0.0636185682326622,0.0469502407704655,0.303817047207188,"CTCFL","More than 3 adjacent zinc finger factors",400,0.00750957886082088,0.0134499919895299,"neutral"
"MA0883.1",143,127,2199,2601,0.0695525291828794,0.0513338722716249,0.303731470178694,"Dmbx1","Paired-related HD factors",401,0.025722072369343,0.0421180132363511,"neutral"
"MA1139.1",233,151,3069,2636,0.0821579689703808,0.0607645875251509,0.301636667629487,"FOSL2::JUNB(var.2)","Fos-related factors, Jun-related factors",402,0.0102496622715834,0.0179743555493321,"neutral"
"MA0100.3",268,107,3777,1993,0.0763750356226845,0.0567338282078473,0.297285233659138,"MYB","Myb/SANT domain factors",403,0.0203105771348373,0.0339858262814011,"neutral"
"MA0863.1",298,134,4683,2777,0.0679589509692132,0.0506999621642073,0.292978696352499,"MTF1","More than 3 adjacent zinc finger factors",404,0.0108283588948034,0.0188709989038067,"neutral"
"MA0150.2",160,89,2722,1998,0.0624512099921936,0.0466212676794133,0.292328786770755,"Nfe2l2","Jun-related factors",405,0.046944228964419,0.0718272355739745,"neutral"
"MA1536.1",178,94,2373,1644,0.0810933940774487,0.0606451612903226,0.290561652426102,"NR2C2(var.2)","RXR-related receptors (NR2)",406,0.04482876107808,0.0691241664856765,"neutral"
"MA0101.1",255,271,2800,3887,0.100196463654224,0.0749446902654867,0.290382516806169,"REL","NF-kappaB-related factors",407,0.0036513376963406,0.00700256544503676,"enriched"
"MA0720.1",130,100,2002,2024,0.0694444444444444,0.051975051975052,0.289763238655605,"Shox2","Paired-related HD factors",408,0.052774810591675,0.0801642692531772,"neutral"
"MA1141.1",192,195,2136,2828,0.0987654320987654,0.0740600075958982,0.28787198793996,"FOS::JUND","Fos-related factors, Jun-related factors",409,0.0137947002454005,0.0236480575635436,"neutral"
"MA0125.1",112,81,1933,1833,0.0615046677649643,0.0462328767123288,0.285421908391385,"Nobox","Paired-related HD factors",410,0.0812073695506504,0.118017630488835,"neutral"
"MA0517.1",295,362,4699,7543,0.0669845594913715,0.050410806294388,0.284256574781796,"STAT1::STAT2","STAT factors, STAT factors",411,0.000967998839616831,0.00205333087191449,"enriched"
"MA0462.2",151,226,1657,3221,0.100265604249668,0.0754590984974958,0.284231939732349,"BATF::JUN","B-ATF-related factors::Jun-related factors",412,0.0193042697176493,0.0325614188008542,"neutral"
"MA0835.2",157,171,1792,2534,0.0960244648318043,0.0723656369022429,0.282871442701202,"BATF3","B-ATF-related factors",413,0.0262920426585627,0.0428841084139663,"neutral"
"MA1568.1",149,125,2011,2196,0.0800214822771214,0.0603573153066152,0.28201297220173,"TCF21(var.2)","Tal-related factors",414,0.0404485155334581,0.0630186716938948,"neutral"
"MA0154.4",171,142,2514,2721,0.0729833546734955,0.0550601008142691,0.281806066274948,"EBF1","Early B-Cell Factor-related factors",415,0.0267765256885545,0.043505380228986,"neutral"
"MA1583.1",501,220,6075,3458,0.0898815931108719,0.0679431747992588,0.27982148092819,"ZFP57","Factors with multiple dispersed zinc fingers",416,0.00214423346179987,0.00428846692359975,"enriched"
"MA0119.1",221,81,3593,1715,0.0655397390272835,0.0495716034271726,0.279238503143516,"NFIC::TLX1","Nuclear factor 1, NK-related factors",417,0.0541957618226529,0.0820260178937449,"neutral"
"MA0039.4",626,457,8826,8365,0.0763414634146341,0.0577895801719777,0.278407731244057,"KLF4","Three-zinc finger Kruppel-related factors",418,4.20280040243387e-05,0.000112790809522187,"enriched"
"MA0598.3",306,465,3344,6538,0.100724160631995,0.0765684175860366,0.274201009106882,"EHF","Ets-related factors",419,0.00112686561709655,0.00234812331324092,"enriched"
"MA0446.1",464,221,5381,3290,0.0943664836282286,0.0720104268491365,0.270375037916299,"fkh","Forkhead box (FOX) factors",420,0.0035609420608214,0.00686053057589444,"enriched"
"MA0017.2",150,167,2147,3079,0.0751126690035053,0.0573489010989011,0.269835557580262,"NR2F1","RXR-related receptors (NR2)",421,0.0332051232850226,0.0529265722190113,"neutral"
"MA0525.2",97,79,2013,2121,0.0506263048016701,0.0386875612144956,0.268953166230166,"TP63","p53-related factors",422,0.111468830391018,0.156056362547426,"neutral"
"MA0022.1",323,277,4403,4854,0.0791666666666667,0.0605199912606511,0.268581590290753,"dl","",423,0.00331682629736811,0.00641966380135762,"enriched"
"MA0856.1",114,72,2826,2311,0.0420353982300885,0.0321572130415364,0.267875296916909,"RXRG","RXR-related receptors (NR2)",424,0.1060139541397,0.149165362608623,"neutral"
"MA0624.1",404,318,4199,4215,0.106455862977602,0.0816012317167052,0.265886110689952,"NFATC1","NFAT-related factors",425,0.00205708970263855,0.00412399844920378,"enriched"
"MA0498.2",206,97,2838,1713,0.0782674772036474,0.0600247524752475,0.265375136922031,"MEIS1","TALE-type homeo domain factors",426,0.0574471274262187,0.0864795466631249,"neutral"
"MA1625.1",155,136,2258,2542,0.0737042320494532,0.056525353283458,0.265370952015119,"Stat5b","STAT factors",427,0.0450827761178992,0.0693581171044604,"neutral"
"MA0811.1",189,142,3084,2976,0.0652849740932643,0.050105857445307,0.264623987701912,"TFAP2B","AP-2",428,0.032031288401169,0.0513478669026373,"neutral"
"MA1509.1",217,136,2986,2395,0.0783676417479234,0.0602036299247455,0.263678461101449,"IRF6","Interferon-regulatory factors",429,0.0325849825482143,0.0520368542595058,"neutral"
"MA1112.2",152,128,2847,3082,0.0564007421150278,0.043331076506432,0.263612236674887,"NR4A1","NGFI-B-related receptors (NR4)",430,0.0466284877370773,0.0714743242685126,"neutral"
"MA0466.2",222,106,3394,2074,0.0699873896595208,0.0538617886178862,0.261893782617672,"CEBPB","C/EBP-related factors",431,0.0477582546498308,0.0729398798288324,"neutral"
"MA0243.1",138,117,2484,2701,0.0588235294117647,0.0452786377708978,0.26170658604852,"sd","",432,0.0610111300591405,0.0910290395198543,"neutral"
"MA0237.2",388,207,5537,3773,0.0753544377549039,0.0580482333146383,0.260928544734849,"pan","",433,0.00645146377131218,0.0117299341296585,"neutral"
"MA0925.1",183,143,2410,2401,0.0821733273462057,0.0633303808680248,0.260465600033753,"sma-4","SMAD factors",434,0.0399638106657008,0.0625132233876885,"neutral"
"MA0019.1",165,80,3451,2146,0.0502130249543518,0.0387221684414327,0.25986219030907,"Ddit3::Cebpa","C/EBP-related factors, C/EBP-related factors",435,0.0840767957394475,0.121766393829545,"neutral"
"MA0025.2",181,98,3319,2299,0.0576800509878904,0.044525215810995,0.258855700828738,"NFIL3","C/EBP-related",436,0.0626600646927439,0.0931583262688582,"neutral"
"MA0857.1",96,68,2641,2395,0.037721021611002,0.0292221744735711,0.255289720609398,"Rarb","Thyroid hormone receptor-related factors (NR1)",437,0.144637586226291,0.197553776309081,"neutral"
"MA0083.3",59,81,1241,2175,0.0499153976311337,0.0386819484240688,0.254956482697719,"SRF","Responders to external signals (SRF/RLM1)",438,0.190039900496237,0.251391364435966,"neutral"
"MA0088.2",179,189,2558,3422,0.0752416981925179,0.058459635013919,0.252369058203588,"ZNF143","More than 3 adjacent zinc finger factors",439,0.0314820509060228,0.0505639058528856,"neutral"
"MA1540.1",164,105,2903,2356,0.0598758671047828,0.0466459351399378,0.249687749310329,"NR5A1","FTZ-F1-related receptors (NR5)",440,0.0729616487681547,0.107334124282399,"neutral"
"MA0497.1",150,99,3368,2824,0.0466128029832194,0.0363302752293578,0.249223823506682,"MEF2C","Regulators of differentiation",441,0.0796890833803204,0.116011837156792,"neutral"
"MA1592.1",120,169,1796,3195,0.0715990453460621,0.0558493060145406,0.248424641165245,"ZNF274","More than 3 adjacent zinc finger factors",442,0.065674687901301,0.0971245384455859,"neutral"
"MA0511.2",439,223,4338,2757,0.112592972557066,0.0880031570639305,0.24640661351354,"RUNX2","Runt-related factors",443,0.0100232002240731,0.0176509186335879,"neutral"
"MA1535.1",151,106,2279,2017,0.0709586466165414,0.0554683411826269,0.246284836481595,"NR2C1","RXR-related receptors (NR2)",444,0.0860453348261261,0.124189143048017,"neutral"
"MA0159.1",157,95,3716,2846,0.0441135150323125,0.034532897128317,0.244853789162149,"RARA::RXRA","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",445,0.0855567582125865,0.123696517897715,"neutral"
"MA0638.1",344,216,4033,3171,0.0932502033071293,0.0730964467005076,0.243506481932756,"CREB3","CREB-related factors",446,0.0139352939802506,0.0238404214733412,"neutral"
"MA0016.1",192,100,3185,2083,0.0641496825927163,0.0504286434694907,0.240659806706787,"usp","",447,0.0815685399287952,0.11833777813504,"neutral"
"MA0860.1",116,70,2738,2082,0.0442410373760488,0.0347912524850895,0.24028681595299,"Rarg(var.2)","Thyroid hormone receptor-related factors (NR1)",448,0.153386589429837,0.208486626409487,"neutral"
"MA0833.2",210,90,3543,1906,0.063006300630063,0.0495594713656388,0.240061341240703,"ATF4","ATF-4-related factors",449,0.0888998503618574,0.127310996616297,"neutral"
"MA1124.1",193,324,2505,5236,0.083477508650519,0.0659609120521173,0.235514913147266,"ZNF24","More than 3 adjacent zinc finger factors",450,0.0223326450646467,0.0372188213454537,"neutral"
"MA0913.2",203,153,4431,4164,0.0480132450331126,0.0381451009723261,0.230079576429277,"HOXD9","HOX-related factors",451,0.0488888127181031,0.0743960193536351,"neutral"
"MA0639.1",136,110,2112,2118,0.0688259109311741,0.0547808764940239,0.228239122447443,"DBP","C/EBP-related factors",452,0.116983870191493,0.163226130662401,"neutral"
"MA0678.1",91,113,1410,2169,0.0689916603487491,0.0549610894941634,0.227360161662251,"OLIG2","Tal-related factors",453,0.159640356354698,0.215591478035283,"neutral"
"MA0695.1",342,236,5472,4677,0.0666666666666667,0.0531411844179239,0.226752849164282,"ZBTB7C","More than 3 adjacent zinc finger factors",454,0.0154108257262507,0.0261517042627285,"neutral"
"MA0868.2",213,141,3153,2580,0.0724489795918367,0.0578105781057811,0.22571081321445,"SOX8","SOX-related factors",455,0.0651205768410592,0.096474928653421,"neutral"
"MA1153.1",184,248,2037,3376,0.0992984349703184,0.0792838874680307,0.225094886823845,"Smad4","SMAD factors",456,0.0462802328097537,0.0710701929802434,"neutral"
"MA0838.1",245,184,3580,3317,0.0734632683658171,0.0587296520906479,0.223840785538209,"CEBPG","C/EBP-related factors",457,0.0410051790256985,0.0635769239069086,"neutral"
"MA1105.2",210,128,3099,2328,0.0726895119418484,0.0581818181818182,0.222624205678024,"GRHL2","Grainyhead-related factors",458,0.0789850419466348,0.115386843887258,"neutral"
"MA0671.1",394,201,4002,2499,0.10920177383592,0.087467362924282,0.221931578465045,"NFIX","Nuclear factor 1",459,0.028076177391409,0.0452667735293351,"neutral"
"MA0694.1",327,249,4688,4387,0.0749828021096079,0.0601739971000483,0.220018464895268,"ZBTB7B","More than 3 adjacent zinc finger factors",460,0.0193641419274746,0.032596952342843,"neutral"
