HVAEP1_G000001	HVAEP1_T000001.1
HVAEP1_G014579	HVAEP1_T014579.1
HVAEP1_G014580	HVAEP1_T014580.1
HVAEP1_G014581	HVAEP1_T014581.1
HVAEP1_G014582	HVAEP1_T014582.1
HVAEP1_G014583	HVAEP1_T014583.1
HVAEP1_G014584	HVAEP1_T014584.1
HVAEP1_G014585	HVAEP1_T014585.1
HVAEP1_G014586	HVAEP1_T014586.1
HVAEP1_G014587	HVAEP1_T014587.1
HVAEP1_G014588	HVAEP1_T014588.1
HVAEP1_G014589	HVAEP1_T014589.1
HVAEP1_G014590	HVAEP1_T014590.1
HVAEP1_G014591	HVAEP1_T014591.1
HVAEP1_G014592	HVAEP1_T014592.1
HVAEP1_G014593	HVAEP1_T014593.1
HVAEP1_G014594	HVAEP1_T014594.1
HVAEP1_G014594	HVAEP1_T014594.2
HVAEP1_G014595	HVAEP1_T014595.1
HVAEP1_G014596	HVAEP1_T014596.1
HVAEP1_G014597	HVAEP1_T014597.1
HVAEP1_G014598	HVAEP1_T014598.1
HVAEP1_G014599	HVAEP1_T014599.1
HVAEP1_G014600	HVAEP1_T014600.1
HVAEP1_G014601	HVAEP1_T014601.1
HVAEP1_G014601	HVAEP1_T014601.2
HVAEP1_G014602	HVAEP1_T014602.1
HVAEP1_G014603	HVAEP1_T014603.1
HVAEP1_G014604	HVAEP1_T014604.1
HVAEP1_G014605	HVAEP1_T014605.1
HVAEP1_G014606	HVAEP1_T014606.1
HVAEP1_G014607	HVAEP1_T014607.1
HVAEP1_G014608	HVAEP1_T014608.1
HVAEP1_G014608	HVAEP1_T014608.2
HVAEP1_G014609	HVAEP1_T014609.1
HVAEP1_G014610	HVAEP1_T014610.1
HVAEP1_G014610	HVAEP1_T014610.2
HVAEP1_G014611	HVAEP1_T014611.1
HVAEP1_G014611	HVAEP1_T014611.2
HVAEP1_G014611	HVAEP1_T014611.3
HVAEP1_G014612	HVAEP1_T014612.1
HVAEP1_G014613	HVAEP1_T014613.1
HVAEP1_G014614	HVAEP1_T014614.1
HVAEP1_G014614	HVAEP1_T014614.2
HVAEP1_G014614	HVAEP1_T014614.3
HVAEP1_G014614	HVAEP1_T014614.4
HVAEP1_G014615	HVAEP1_T014615.1
HVAEP1_G014616	HVAEP1_T014616.1
HVAEP1_G014616	HVAEP1_T014616.2
HVAEP1_G014617	HVAEP1_T014617.1
HVAEP1_G014618	HVAEP1_T014618.1
HVAEP1_G014619	HVAEP1_T014619.1
HVAEP1_G014619	HVAEP1_T014619.2
HVAEP1_G014620	HVAEP1_T014620.1
HVAEP1_G014621	HVAEP1_T014621.1
HVAEP1_G014622	HVAEP1_T014622.1
HVAEP1_G014623	HVAEP1_T014623.1
HVAEP1_G014624	HVAEP1_T014624.1
HVAEP1_G014625	HVAEP1_T014625.1
HVAEP1_G014626	HVAEP1_T014626.1
HVAEP1_G014627	HVAEP1_T014627.1
HVAEP1_G014628	HVAEP1_T014628.1
HVAEP1_G014629	HVAEP1_T014629.1
HVAEP1_G014629	HVAEP1_T014629.2
HVAEP1_G014629	HVAEP1_T014629.3
HVAEP1_G014630	HVAEP1_T014630.1
HVAEP1_G014631	HVAEP1_T014631.1
HVAEP1_G014632	HVAEP1_T014632.1
HVAEP1_G014632	HVAEP1_T014632.2
HVAEP1_G014632	HVAEP1_T014632.3
HVAEP1_G014633	HVAEP1_T014633.1
HVAEP1_G014634	HVAEP1_T014634.1
HVAEP1_G014635	HVAEP1_T014635.1
HVAEP1_G014636	HVAEP1_T014636.1
HVAEP1_G014637	HVAEP1_T014637.1
HVAEP1_G014637	HVAEP1_T014637.2
HVAEP1_G014637	HVAEP1_T014637.3
HVAEP1_G014637	HVAEP1_T014637.4
HVAEP1_G014637	HVAEP1_T014637.5
HVAEP1_G014638	HVAEP1_T014638.1
HVAEP1_G014638	HVAEP1_T014638.2
HVAEP1_G014639	HVAEP1_T014639.1
HVAEP1_G014640	HVAEP1_T014640.1
HVAEP1_G014641	HVAEP1_T014641.1
HVAEP1_G014642	HVAEP1_T014642.1
HVAEP1_G014642	HVAEP1_T014642.2
HVAEP1_G014642	HVAEP1_T014642.3
HVAEP1_G014643	HVAEP1_T014643.1
HVAEP1_G014643	HVAEP1_T014643.2
HVAEP1_G014643	HVAEP1_T014643.3
HVAEP1_G014644	HVAEP1_T014644.1
HVAEP1_G014644	HVAEP1_T014644.2
HVAEP1_G014645	HVAEP1_T014645.1
HVAEP1_G014646	HVAEP1_T014646.1
HVAEP1_G014646	HVAEP1_T014646.2
HVAEP1_G014646	HVAEP1_T014646.3
HVAEP1_G014647	HVAEP1_T014647.1
HVAEP1_G014647	HVAEP1_T014647.2
HVAEP1_G014647	HVAEP1_T014647.3
HVAEP1_G014648	HVAEP1_T014648.1
HVAEP1_G014649	HVAEP1_T014649.1
HVAEP1_G014649	HVAEP1_T014649.2
HVAEP1_G014649	HVAEP1_T014649.3
HVAEP1_G014650	HVAEP1_T014650.1
HVAEP1_G014651	HVAEP1_T014651.1
HVAEP1_G014652	HVAEP1_T014652.1
HVAEP1_G014653	HVAEP1_T014653.1
HVAEP1_G014654	HVAEP1_T014654.1
HVAEP1_G014655	HVAEP1_T014655.1
HVAEP1_G014656	HVAEP1_T014656.1
HVAEP1_G014657	HVAEP1_T014657.1
HVAEP1_G014658	HVAEP1_T014658.1
HVAEP1_G014659	HVAEP1_T014659.1
HVAEP1_G014660	HVAEP1_T014660.1
HVAEP1_G014661	HVAEP1_T014661.1
HVAEP1_G014662	HVAEP1_T014662.1
HVAEP1_G014663	HVAEP1_T014663.1
HVAEP1_G014663	HVAEP1_T014663.2
HVAEP1_G014664	HVAEP1_T014664.1
HVAEP1_G014665	HVAEP1_T014665.1
HVAEP1_G014665	HVAEP1_T014665.2
HVAEP1_G014666	HVAEP1_T014666.1
HVAEP1_G014667	HVAEP1_T014667.1
HVAEP1_G014668	HVAEP1_T014668.1
HVAEP1_G014669	HVAEP1_T014669.1
HVAEP1_G014670	HVAEP1_T014670.1
HVAEP1_G014670	HVAEP1_T014670.2
HVAEP1_G014671	HVAEP1_T014671.1
HVAEP1_G014671	HVAEP1_T014671.2
HVAEP1_G014672	HVAEP1_T014672.1
HVAEP1_G014672	HVAEP1_T014672.2
HVAEP1_G014672	HVAEP1_T014672.3
HVAEP1_G014673	HVAEP1_T014673.1
HVAEP1_G014674	HVAEP1_T014674.1
HVAEP1_G014675	HVAEP1_T014675.1
HVAEP1_G014675	HVAEP1_T014675.2
HVAEP1_G014676	HVAEP1_T014676.1
HVAEP1_G014677	HVAEP1_T014677.1
HVAEP1_G014678	HVAEP1_T014678.1
HVAEP1_G014679	HVAEP1_T014679.1
HVAEP1_G014680	HVAEP1_T014680.1
HVAEP1_G014680	HVAEP1_T014680.2
HVAEP1_G014681	HVAEP1_T014681.1
HVAEP1_G014682	HVAEP1_T014682.1
HVAEP1_G014682	HVAEP1_T014682.2
HVAEP1_G014682	HVAEP1_T014682.3
HVAEP1_G014682	HVAEP1_T014682.4
HVAEP1_G014683	HVAEP1_T014683.1
HVAEP1_G014683	HVAEP1_T014683.2
HVAEP1_G014684	HVAEP1_T014684.1
HVAEP1_G014685	HVAEP1_T014685.1
HVAEP1_G014686	HVAEP1_T014686.1
HVAEP1_G014687	HVAEP1_T014687.1
HVAEP1_G014688	HVAEP1_T014688.1
HVAEP1_G014688	HVAEP1_T014688.2
HVAEP1_G014688	HVAEP1_T014688.3
HVAEP1_G014689	HVAEP1_T014689.1
HVAEP1_G014690	HVAEP1_T014690.1
HVAEP1_G014691	HVAEP1_T014691.1
HVAEP1_G014691	HVAEP1_T014691.2
HVAEP1_G014691	HVAEP1_T014691.3
HVAEP1_G014691	HVAEP1_T014691.4
HVAEP1_G014691	HVAEP1_T014691.5
HVAEP1_G014692	HVAEP1_T014692.1
HVAEP1_G014693	HVAEP1_T014693.1
HVAEP1_G014694	HVAEP1_T014694.1
HVAEP1_G014695	HVAEP1_T014695.1
HVAEP1_G014696	HVAEP1_T014696.1
HVAEP1_G014696	HVAEP1_T014696.2
HVAEP1_G014696	HVAEP1_T014696.3
HVAEP1_G014697	HVAEP1_T014697.1
HVAEP1_G014697	HVAEP1_T014697.2
HVAEP1_G014698	HVAEP1_T014698.1
HVAEP1_G014699	HVAEP1_T014699.1
HVAEP1_G014700	HVAEP1_T014700.1
HVAEP1_G014700	HVAEP1_T014700.2
HVAEP1_G014701	HVAEP1_T014701.1
HVAEP1_G014702	HVAEP1_T014702.1
HVAEP1_G014703	HVAEP1_T014703.1
HVAEP1_G014704	HVAEP1_T014704.1
HVAEP1_G014705	HVAEP1_T014705.1
HVAEP1_G014706	HVAEP1_T014706.1
HVAEP1_G014707	HVAEP1_T014707.1
HVAEP1_G014707	HVAEP1_T014707.2
HVAEP1_G014707	HVAEP1_T014707.3
HVAEP1_G014707	HVAEP1_T014707.4
HVAEP1_G014708	HVAEP1_T014708.1
HVAEP1_G014709	HVAEP1_T014709.1
HVAEP1_G014710	HVAEP1_T014710.1
HVAEP1_G014710	HVAEP1_T014710.2
HVAEP1_G014711	HVAEP1_T014711.1
HVAEP1_G014712	HVAEP1_T014712.1
HVAEP1_G014713	HVAEP1_T014713.1
HVAEP1_G014714	HVAEP1_T014714.1
HVAEP1_G014715	HVAEP1_T014715.1
HVAEP1_G014716	HVAEP1_T014716.1
HVAEP1_G014717	HVAEP1_T014717.1
HVAEP1_G014718	HVAEP1_T014718.1
HVAEP1_G014719	HVAEP1_T014719.1
HVAEP1_G014720	HVAEP1_T014720.1
HVAEP1_G014721	HVAEP1_T014721.1
HVAEP1_G014722	HVAEP1_T014722.1
HVAEP1_G014722	HVAEP1_T014722.2
HVAEP1_G014722	HVAEP1_T014722.3
HVAEP1_G014722	HVAEP1_T014722.4
HVAEP1_G014723	HVAEP1_T014723.1
HVAEP1_G014723	HVAEP1_T014723.2
HVAEP1_G014723	HVAEP1_T014723.3
HVAEP1_G014724	HVAEP1_T014724.1
HVAEP1_G014725	HVAEP1_T014725.1
HVAEP1_G014726	HVAEP1_T014726.1
HVAEP1_G014726	HVAEP1_T014726.2
HVAEP1_G014727	HVAEP1_T014727.1
HVAEP1_G014728	HVAEP1_T014728.1
HVAEP1_G014729	HVAEP1_T014729.1
HVAEP1_G014729	HVAEP1_T014729.2
HVAEP1_G014729	HVAEP1_T014729.3
HVAEP1_G014730	HVAEP1_T014730.1
HVAEP1_G014730	HVAEP1_T014730.2
HVAEP1_G014730	HVAEP1_T014730.3
HVAEP1_G014730	HVAEP1_T014730.4
HVAEP1_G014731	HVAEP1_T014731.1
HVAEP1_G014731	HVAEP1_T014731.2
HVAEP1_G014731	HVAEP1_T014731.3
HVAEP1_G014732	HVAEP1_T014732.1
HVAEP1_G014732	HVAEP1_T014732.2
HVAEP1_G014732	HVAEP1_T014732.3
HVAEP1_G014732	HVAEP1_T014732.4
HVAEP1_G014733	HVAEP1_T014733.1
HVAEP1_G014734	HVAEP1_T014734.1
HVAEP1_G014734	HVAEP1_T014734.2
HVAEP1_G014735	HVAEP1_T014735.1
HVAEP1_G014736	HVAEP1_T014736.1
HVAEP1_G014737	HVAEP1_T014737.1
HVAEP1_G014738	HVAEP1_T014738.1
HVAEP1_G014738	HVAEP1_T014738.2
HVAEP1_G014739	HVAEP1_T014739.1
HVAEP1_G014739	HVAEP1_T014739.2
HVAEP1_G014740	HVAEP1_T014740.1
HVAEP1_G014741	HVAEP1_T014741.1
HVAEP1_G014742	HVAEP1_T014742.1
HVAEP1_G014743	HVAEP1_T014743.1
HVAEP1_G014743	HVAEP1_T014743.2
HVAEP1_G014743	HVAEP1_T014743.3
HVAEP1_G014743	HVAEP1_T014743.4
HVAEP1_G014744	HVAEP1_T014744.1
HVAEP1_G014745	HVAEP1_T014745.1
HVAEP1_G014746	HVAEP1_T014746.1
HVAEP1_G014747	HVAEP1_T014747.1
HVAEP1_G014748	HVAEP1_T014748.1
HVAEP1_G014749	HVAEP1_T014749.1
HVAEP1_G014749	HVAEP1_T014749.2
HVAEP1_G014750	HVAEP1_T014750.1
HVAEP1_G014751	HVAEP1_T014751.1
HVAEP1_G014752	HVAEP1_T014752.1
HVAEP1_G014752	HVAEP1_T014752.2
HVAEP1_G014752	HVAEP1_T014752.3
HVAEP1_G014752	HVAEP1_T014752.4
HVAEP1_G014752	HVAEP1_T014752.5
HVAEP1_G014753	HVAEP1_T014753.1
HVAEP1_G014753	HVAEP1_T014753.2
HVAEP1_G014753	HVAEP1_T014753.3
HVAEP1_G014754	HVAEP1_T014754.1
HVAEP1_G014755	HVAEP1_T014755.1
HVAEP1_G014756	HVAEP1_T014756.1
HVAEP1_G014757	HVAEP1_T014757.1
HVAEP1_G014758	HVAEP1_T014758.1
HVAEP1_G014759	HVAEP1_T014759.1
HVAEP1_G014760	HVAEP1_T014760.1
HVAEP1_G014760	HVAEP1_T014760.2
HVAEP1_G014761	HVAEP1_T014761.1
HVAEP1_G014762	HVAEP1_T014762.1
HVAEP1_G014763	HVAEP1_T014763.1
HVAEP1_G014763	HVAEP1_T014763.2
HVAEP1_G014764	HVAEP1_T014764.1
HVAEP1_G014765	HVAEP1_T014765.1
HVAEP1_G014766	HVAEP1_T014766.1
HVAEP1_G014766	HVAEP1_T014766.2
HVAEP1_G014766	HVAEP1_T014766.3
HVAEP1_G014767	HVAEP1_T014767.1
HVAEP1_G014768	HVAEP1_T014768.1
HVAEP1_G014769	HVAEP1_T014769.1
HVAEP1_G014770	HVAEP1_T014770.1
HVAEP1_G014771	HVAEP1_T014771.1
HVAEP1_G014772	HVAEP1_T014772.1
HVAEP1_G014773	HVAEP1_T014773.1
HVAEP1_G014774	HVAEP1_T014774.1
HVAEP1_G014774	HVAEP1_T014774.2
HVAEP1_G014774	HVAEP1_T014774.3
HVAEP1_G014775	HVAEP1_T014775.1
HVAEP1_G014776	HVAEP1_T014776.1
HVAEP1_G014777	HVAEP1_T014777.1
HVAEP1_G014778	HVAEP1_T014778.1
HVAEP1_G014779	HVAEP1_T014779.1
HVAEP1_G014780	HVAEP1_T014780.1
HVAEP1_G014781	HVAEP1_T014781.1
HVAEP1_G014781	HVAEP1_T014781.2
HVAEP1_G014781	HVAEP1_T014781.3
HVAEP1_G014781	HVAEP1_T014781.4
HVAEP1_G014782	HVAEP1_T014782.1
HVAEP1_G014782	HVAEP1_T014782.2
HVAEP1_G014782	HVAEP1_T014782.3
HVAEP1_G014783	HVAEP1_T014783.1
HVAEP1_G014784	HVAEP1_T014784.1
HVAEP1_G014785	HVAEP1_T014785.1
HVAEP1_G014786	HVAEP1_T014786.1
HVAEP1_G014787	HVAEP1_T014787.1
HVAEP1_G014788	HVAEP1_T014788.1
HVAEP1_G014789	HVAEP1_T014789.1
HVAEP1_G014789	HVAEP1_T014789.2
HVAEP1_G014789	HVAEP1_T014789.3
HVAEP1_G014789	HVAEP1_T014789.4
HVAEP1_G014790	HVAEP1_T014790.1
HVAEP1_G014790	HVAEP1_T014790.2
HVAEP1_G014791	HVAEP1_T014791.1
HVAEP1_G014792	HVAEP1_T014792.1
HVAEP1_G014793	HVAEP1_T014793.1
HVAEP1_G014794	HVAEP1_T014794.1
HVAEP1_G014794	HVAEP1_T014794.2
HVAEP1_G014795	HVAEP1_T014795.1
HVAEP1_G014796	HVAEP1_T014796.1
HVAEP1_G014797	HVAEP1_T014797.1
HVAEP1_G014798	HVAEP1_T014798.1
HVAEP1_G014799	HVAEP1_T014799.1
HVAEP1_G014799	HVAEP1_T014799.2
HVAEP1_G014799	HVAEP1_T014799.3
HVAEP1_G014800	HVAEP1_T014800.1
HVAEP1_G014801	HVAEP1_T014801.1
HVAEP1_G014802	HVAEP1_T014802.1
HVAEP1_G014803	HVAEP1_T014803.1
HVAEP1_G014803	HVAEP1_T014803.2
HVAEP1_G014804	HVAEP1_T014804.1
HVAEP1_G014804	HVAEP1_T014804.2
HVAEP1_G014804	HVAEP1_T014804.3
HVAEP1_G014805	HVAEP1_T014805.1
HVAEP1_G014805	HVAEP1_T014805.2
HVAEP1_G014805	HVAEP1_T014805.3
HVAEP1_G014805	HVAEP1_T014805.4
HVAEP1_G014805	HVAEP1_T014805.5
HVAEP1_G014805	HVAEP1_T014805.6
HVAEP1_G014805	HVAEP1_T014805.7
HVAEP1_G014806	HVAEP1_T014806.1
HVAEP1_G014807	HVAEP1_T014807.1
HVAEP1_G014808	HVAEP1_T014808.1
HVAEP1_G014808	HVAEP1_T014808.2
HVAEP1_G014809	HVAEP1_T014809.1
HVAEP1_G014809	HVAEP1_T014809.2
HVAEP1_G014810	HVAEP1_T014810.1
HVAEP1_G014811	HVAEP1_T014811.1
HVAEP1_G014812	HVAEP1_T014812.1
HVAEP1_G014812	HVAEP1_T014812.2
HVAEP1_G014812	HVAEP1_T014812.3
HVAEP1_G014813	HVAEP1_T014813.1
HVAEP1_G014813	HVAEP1_T014813.2
HVAEP1_G014814	HVAEP1_T014814.1
HVAEP1_G014815	HVAEP1_T014815.1
HVAEP1_G014815	HVAEP1_T014815.2
HVAEP1_G014816	HVAEP1_T014816.1
HVAEP1_G014816	HVAEP1_T014816.2
HVAEP1_G014816	HVAEP1_T014816.3
HVAEP1_G014817	HVAEP1_T014817.1
HVAEP1_G014818	HVAEP1_T014818.1
HVAEP1_G014819	HVAEP1_T014819.1
HVAEP1_G014820	HVAEP1_T014820.1
HVAEP1_G014820	HVAEP1_T014820.2
HVAEP1_G014821	HVAEP1_T014821.1
HVAEP1_G014822	HVAEP1_T014822.1
HVAEP1_G014823	HVAEP1_T014823.1
HVAEP1_G014824	HVAEP1_T014824.1
HVAEP1_G014825	HVAEP1_T014825.1
HVAEP1_G014825	HVAEP1_T014825.2
HVAEP1_G014826	HVAEP1_T014826.1
HVAEP1_G014827	HVAEP1_T014827.1
HVAEP1_G014828	HVAEP1_T014828.1
HVAEP1_G014828	HVAEP1_T014828.2
HVAEP1_G014829	HVAEP1_T014829.1
HVAEP1_G014830	HVAEP1_T014830.1
HVAEP1_G014830	HVAEP1_T014830.2
HVAEP1_G014831	HVAEP1_T014831.1
HVAEP1_G014831	HVAEP1_T014831.2
HVAEP1_G014831	HVAEP1_T014831.3
HVAEP1_G014832	HVAEP1_T014832.1
HVAEP1_G014833	HVAEP1_T014833.1
HVAEP1_G014834	HVAEP1_T014834.1
HVAEP1_G014835	HVAEP1_T014835.1
HVAEP1_G014836	HVAEP1_T014836.1
HVAEP1_G014837	HVAEP1_T014837.1
HVAEP1_G014837	HVAEP1_T014837.2
HVAEP1_G014837	HVAEP1_T014837.3
HVAEP1_G014838	HVAEP1_T014838.1
HVAEP1_G014839	HVAEP1_T014839.1
HVAEP1_G014840	HVAEP1_T014840.1
HVAEP1_G014841	HVAEP1_T014841.1
HVAEP1_G014842	HVAEP1_T014842.1
HVAEP1_G014842	HVAEP1_T014842.2
HVAEP1_G014842	HVAEP1_T014842.3
HVAEP1_G014842	HVAEP1_T014842.4
HVAEP1_G014843	HVAEP1_T014843.1
HVAEP1_G014844	HVAEP1_T014844.1
HVAEP1_G014844	HVAEP1_T014844.2
HVAEP1_G014845	HVAEP1_T014845.1
HVAEP1_G014846	HVAEP1_T014846.1
HVAEP1_G014847	HVAEP1_T014847.1
HVAEP1_G014847	HVAEP1_T014847.2
HVAEP1_G014848	HVAEP1_T014848.1
HVAEP1_G014849	HVAEP1_T014849.1
HVAEP1_G014850	HVAEP1_T014850.1
HVAEP1_G014850	HVAEP1_T014850.2
HVAEP1_G014851	HVAEP1_T014851.1
HVAEP1_G014852	HVAEP1_T014852.1
HVAEP1_G014852	HVAEP1_T014852.2
HVAEP1_G014852	HVAEP1_T014852.3
HVAEP1_G014852	HVAEP1_T014852.4
HVAEP1_G014853	HVAEP1_T014853.1
HVAEP1_G014854	HVAEP1_T014854.1
HVAEP1_G014854	HVAEP1_T014854.2
HVAEP1_G014855	HVAEP1_T014855.1
HVAEP1_G014855	HVAEP1_T014855.2
HVAEP1_G014855	HVAEP1_T014855.3
HVAEP1_G014856	HVAEP1_T014856.1
HVAEP1_G014857	HVAEP1_T014857.1
HVAEP1_G014858	HVAEP1_T014858.1
HVAEP1_G014859	HVAEP1_T014859.1
HVAEP1_G014860	HVAEP1_T014860.1
HVAEP1_G014860	HVAEP1_T014860.2
HVAEP1_G014861	HVAEP1_T014861.1
HVAEP1_G014862	HVAEP1_T014862.1
HVAEP1_G014862	HVAEP1_T014862.2
HVAEP1_G014863	HVAEP1_T014863.1
HVAEP1_G014864	HVAEP1_T014864.1
HVAEP1_G014865	HVAEP1_T014865.1
HVAEP1_G014865	HVAEP1_T014865.2
HVAEP1_G014865	HVAEP1_T014865.3
HVAEP1_G014866	HVAEP1_T014866.1
HVAEP1_G014867	HVAEP1_T014867.1
HVAEP1_G014868	HVAEP1_T014868.1
HVAEP1_G014869	HVAEP1_T014869.1
HVAEP1_G014870	HVAEP1_T014870.1
HVAEP1_G014870	HVAEP1_T014870.2
HVAEP1_G014871	HVAEP1_T014871.1
HVAEP1_G014872	HVAEP1_T014872.1
HVAEP1_G014873	HVAEP1_T014873.1
HVAEP1_G014873	HVAEP1_T014873.2
HVAEP1_G014874	HVAEP1_T014874.1
HVAEP1_G014875	HVAEP1_T014875.1
HVAEP1_G014876	HVAEP1_T014876.1
HVAEP1_G014877	HVAEP1_T014877.1
HVAEP1_G014878	HVAEP1_T014878.1
HVAEP1_G014879	HVAEP1_T014879.1
HVAEP1_G014880	HVAEP1_T014880.1
HVAEP1_G014881	HVAEP1_T014881.1
HVAEP1_G014882	HVAEP1_T014882.1
HVAEP1_G014883	HVAEP1_T014883.1
HVAEP1_G014884	HVAEP1_T014884.1
HVAEP1_G014885	HVAEP1_T014885.1
HVAEP1_G014886	HVAEP1_T014886.1
HVAEP1_G014887	HVAEP1_T014887.1
HVAEP1_G014888	HVAEP1_T014888.1
HVAEP1_G014889	HVAEP1_T014889.1
HVAEP1_G014890	HVAEP1_T014890.1
HVAEP1_G014891	HVAEP1_T014891.1
HVAEP1_G014892	HVAEP1_T014892.1
HVAEP1_G014893	HVAEP1_T014893.1
HVAEP1_G014893	HVAEP1_T014893.2
HVAEP1_G014893	HVAEP1_T014893.3
HVAEP1_G014894	HVAEP1_T014894.1
HVAEP1_G014895	HVAEP1_T014895.1
HVAEP1_G014896	HVAEP1_T014896.1
HVAEP1_G014897	HVAEP1_T014897.1
HVAEP1_G014898	HVAEP1_T014898.1
HVAEP1_G014899	HVAEP1_T014899.1
HVAEP1_G014899	HVAEP1_T014899.2
HVAEP1_G014900	HVAEP1_T014900.1
HVAEP1_G014900	HVAEP1_T014900.2
HVAEP1_G014901	HVAEP1_T014901.1
HVAEP1_G014902	HVAEP1_T014902.1
HVAEP1_G014902	HVAEP1_T014902.2
HVAEP1_G014903	HVAEP1_T014903.1
HVAEP1_G014903	HVAEP1_T014903.2
HVAEP1_G014904	HVAEP1_T014904.1
HVAEP1_G014904	HVAEP1_T014904.2
HVAEP1_G014904	HVAEP1_T014904.3
HVAEP1_G014905	HVAEP1_T014905.1
HVAEP1_G014905	HVAEP1_T014905.2
HVAEP1_G014906	HVAEP1_T014906.1
HVAEP1_G014907	HVAEP1_T014907.1
HVAEP1_G014908	HVAEP1_T014908.1
HVAEP1_G014909	HVAEP1_T014909.1
HVAEP1_G014910	HVAEP1_T014910.1
HVAEP1_G014911	HVAEP1_T014911.1
HVAEP1_G014911	HVAEP1_T014911.2
HVAEP1_G014912	HVAEP1_T014912.1
HVAEP1_G014913	HVAEP1_T014913.1
HVAEP1_G014914	HVAEP1_T014914.1
HVAEP1_G014915	HVAEP1_T014915.1
HVAEP1_G014915	HVAEP1_T014915.2
HVAEP1_G014915	HVAEP1_T014915.3
HVAEP1_G014916	HVAEP1_T014916.1
HVAEP1_G014917	HVAEP1_T014917.1
HVAEP1_G014918	HVAEP1_T014918.1
HVAEP1_G014918	HVAEP1_T014918.2
HVAEP1_G014919	HVAEP1_T014919.1
HVAEP1_G014919	HVAEP1_T014919.2
HVAEP1_G014920	HVAEP1_T014920.1
HVAEP1_G014921	HVAEP1_T014921.1
HVAEP1_G014922	HVAEP1_T014922.1
HVAEP1_G014923	HVAEP1_T014923.1
HVAEP1_G014923	HVAEP1_T014923.2
HVAEP1_G014924	HVAEP1_T014924.1
HVAEP1_G014925	HVAEP1_T014925.1
HVAEP1_G014926	HVAEP1_T014926.1
HVAEP1_G014927	HVAEP1_T014927.1
HVAEP1_G014928	HVAEP1_T014928.1
HVAEP1_G014928	HVAEP1_T014928.2
HVAEP1_G014929	HVAEP1_T014929.1
HVAEP1_G014930	HVAEP1_T014930.1
HVAEP1_G014930	HVAEP1_T014930.2
HVAEP1_G014931	HVAEP1_T014931.1
HVAEP1_G014932	HVAEP1_T014932.1
HVAEP1_G014933	HVAEP1_T014933.1
HVAEP1_G014934	HVAEP1_T014934.1
HVAEP1_G014935	HVAEP1_T014935.1
HVAEP1_G014936	HVAEP1_T014936.1
HVAEP1_G014937	HVAEP1_T014937.1
HVAEP1_G014938	HVAEP1_T014938.1
HVAEP1_G014939	HVAEP1_T014939.1
HVAEP1_G014940	HVAEP1_T014940.1
HVAEP1_G014941	HVAEP1_T014941.1
HVAEP1_G014942	HVAEP1_T014942.1
HVAEP1_G014943	HVAEP1_T014943.1
HVAEP1_G014944	HVAEP1_T014944.1
HVAEP1_G014945	HVAEP1_T014945.1
HVAEP1_G014945	HVAEP1_T014945.2
HVAEP1_G014946	HVAEP1_T014946.1
HVAEP1_G014947	HVAEP1_T014947.1
HVAEP1_G014948	HVAEP1_T014948.1
HVAEP1_G014949	HVAEP1_T014949.1
HVAEP1_G014949	HVAEP1_T014949.2
HVAEP1_G014949	HVAEP1_T014949.3
HVAEP1_G014950	HVAEP1_T014950.1
HVAEP1_G014951	HVAEP1_T014951.1
HVAEP1_G014952	HVAEP1_T014952.1
HVAEP1_G014953	HVAEP1_T014953.1
HVAEP1_G014954	HVAEP1_T014954.1
HVAEP1_G014955	HVAEP1_T014955.1
HVAEP1_G014956	HVAEP1_T014956.1
HVAEP1_G014956	HVAEP1_T014956.2
HVAEP1_G014956	HVAEP1_T014956.3
HVAEP1_G014957	HVAEP1_T014957.1
HVAEP1_G014958	HVAEP1_T014958.1
HVAEP1_G014958	HVAEP1_T014958.2
HVAEP1_G014958	HVAEP1_T014958.3
HVAEP1_G014958	HVAEP1_T014958.4
HVAEP1_G014958	HVAEP1_T014958.5
HVAEP1_G014958	HVAEP1_T014958.6
HVAEP1_G014958	HVAEP1_T014958.7
HVAEP1_G014959	HVAEP1_T014959.1
HVAEP1_G014960	HVAEP1_T014960.1
HVAEP1_G014960	HVAEP1_T014960.2
HVAEP1_G014961	HVAEP1_T014961.1
HVAEP1_G014962	HVAEP1_T014962.1
HVAEP1_G014963	HVAEP1_T014963.1
HVAEP1_G014963	HVAEP1_T014963.2
HVAEP1_G014964	HVAEP1_T014964.1
HVAEP1_G014965	HVAEP1_T014965.1
HVAEP1_G014965	HVAEP1_T014965.2
HVAEP1_G014966	HVAEP1_T014966.1
HVAEP1_G014967	HVAEP1_T014967.1
HVAEP1_G014968	HVAEP1_T014968.1
HVAEP1_G014969	HVAEP1_T014969.1
HVAEP1_G014970	HVAEP1_T014970.1
HVAEP1_G014971	HVAEP1_T014971.1
HVAEP1_G014972	HVAEP1_T014972.1
HVAEP1_G014973	HVAEP1_T014973.1
HVAEP1_G014974	HVAEP1_T014974.1
HVAEP1_G014975	HVAEP1_T014975.1
HVAEP1_G014976	HVAEP1_T014976.1
HVAEP1_G014976	HVAEP1_T014976.2
HVAEP1_G014977	HVAEP1_T014977.1
HVAEP1_G014978	HVAEP1_T014978.1
HVAEP1_G014979	HVAEP1_T014979.1
HVAEP1_G014980	HVAEP1_T014980.1
HVAEP1_G014981	HVAEP1_T014981.1
